kode_wilayah,provinsi,kabupaten,kecamatan,desa,latitude,longitude,elevasi
35.29.05.2007,,,,aeng baja kenek,,,
35.29.05.2008,,,,bluto,,,
35.29.05.2009,,,,lobuk,,,
35.29.05.2010,,,,bumbungan,,,
35.29.05.2011,,,,masaran,,,
35.29.05.2012,,,,palongan,,,
35.29.05.2013,,,,aeng baja raja,,,
35.29.05.2014,,,,karang campaka,,,
35.29.05.2015,,,,sera barat,,,
35.29.05.2016,,,,sera tengah,,,
35.29.05.2017,,,,sera timur,,,
35.29.05.2018,,,,gingging,,,
35.29.05.2019,,,,errabu,,,
35.29.05.2020,,,,gilang,,,
35.29.06,,,,saronggi,,,
35.29.06.2001,,,,pagar batu,,,
35.29.06.2002,,,,tanjung,,,
35.29.06.2003,,,,kebundadap timur,,,
35.29.06.2004,,,,langsar,,,
35.29.06.2005,,,,kebundadap barat,,,
35.29.06.2006,,,,saroka,,,
35.29.06.2007,,,,tanamerah,,,
35.29.06.2008,,,,nambakor,,,
35.29.06.2009,,,,saronggi,,,
35.29.06.2010,,,,moangan,,,
35.29.06.2011,,,,juluk,,,
35.29.06.2012,,,,aengtongtong,,,
35.29.06.2013,,,,talang,,,
35.29.06.2014,,,,kambingan timur,,,
35.29.07,,,,lenteng,,,
35.29.07.2001,,,,moncek barat,,,
35.29.07.2002,,,,moncek tengah,,,
35.29.07.2003,,,,moncek timur,,,
35.29.07.2004,,,,banaresep timur,,,
35.29.07.2005,,,,tarogan,,,
35.29.07.2006,,,,kambingan barat,,,
35.29.07.2007,,,,poreh,,,
35.29.07.2008,,,,lenteng timur,,,
35.29.07.2009,,,,lembung timur,,,
35.29.07.2010,,,,lenteng barat,,,
35.29.07.2011,,,,banaresep barat,,,
35.29.07.2012,,,,billapora rebba,,,
35.29.07.2013,,,,lembung barat,,,
35.29.07.2014,,,,ellak laok,,,
35.29.07.2015,,,,ellak daya,,,
35.29.07.2016,,,,daramista,,,
35.29.07.2017,,,,jambu,,,
35.29.07.2018,,,,cangkreng,,,
35.29.07.2019,,,,meddelan,,,
35.29.07.2020,,,,sendir,,,
35.29.08,,,,giliginting,,,
35.29.08.2001,,,,galis,,,
35.29.08.2002,,,,gedugan,,,
35.29.08.2003,,,,bringsang,,,
35.29.08.2004,,,,aenganyar,,,
35.29.08.2005,,,,lombang,,,
35.29.08.2006,,,,jate,,,
35.29.08.2007,,,,banbaru,,,
35.29.08.2008,,,,banmaleng,,,
35.29.09,,,,guluk-guluk,,,
35.29.09.2001,,,,bakeong,,,
35.29.09.2002,,,,payudan dundang,,,
35.29.09.2003,,,,pordapor,,,
35.29.09.2004,,,,guluk-guluk,,,
35.29.09.2005,,,,ketawang laok,,,
35.29.09.2006,,,,pananggungan,,,
35.29.09.2007,,,,bragung,,,
35.29.09.2008,,,,tambuko,,,
35.29.09.2009,,,,payudan nangger,,,
35.29.09.2010,,,,payudan daleman,,,
35.29.09.2011,,,,payudan karangsokon,,,
35.29.09.2012,,,,batuampar,,,
35.29.10,,,,ganding,,,
35.29.10.2001,,,,bataal barat,,,
35.29.10.2002,,,,bataal timur,,,
35.29.10.2003,,,,rombiya barat,,,
35.29.10.2004,,,,rombiya timur,,,
35.29.10.2005,,,,talaga,,,
35.29.10.2006,,,,billapora barat,,,
35.29.10.2007,,,,billapora timur,,,
35.29.10.2008,,,,ganding,,,
35.29.10.2009,,,,gadu timur,,,
35.29.10.2010,,,,gadu barat,,,
35.29.10.2011,,,,ketawang larangan,,,
35.29.10.2012,,,,ketawang parebaan,,,
35.29.10.2013,,,,ketawang daleman,,,
35.29.10.2014,,,,ketawang karay,,,
35.29.11,,,,pragaan,,,
35.29.11.2001,,,,kaduara timur,,,
35.29.11.2002,,,,sendang,,,
35.29.11.2003,,,,rombasan,,,
35.29.11.2004,,,,sentol laok,,,
35.29.11.2005,,,,larangan perreng,,,
35.29.11.2006,,,,sentol daya,,,
35.29.11.2007,,,,pakamban daya,,,
35.29.11.2008,,,,pakamban laok,,,
35.29.11.2009,,,,jaddung,,,
35.29.11.2010,,,,pragaan laok,,,
35.29.11.2011,,,,pragaan daya,,,
35.29.11.2012,,,,prenduan,,,
35.29.11.2013,,,,aeng panas,,,
35.29.11.2014,,,,karduluk,,,
35.29.12,,,,ambunten,,,
35.29.12.2001,,,,ambunten barat,,,
35.29.12.2002,,,,ambunten tengah,,,
35.29.12.2003,,,,ambunten timur,,,
35.29.12.2004,,,,tambaagung barat,,,
35.29.12.2005,,,,tambaagung tengah,,,
35.29.12.2006,,,,tambaagung ares,,,
35.29.12.2007,,,,sogian,,,
35.29.12.2008,,,,tambaagung timur,,,
35.29.12.2009,,,,bukabu,,,
35.29.12.2010,,,,campor barat,,,
35.29.12.2011,,,,keles,,,
35.29.12.2012,,,,campor timur,,,
35.29.12.2013,,,,belluk ares,,,
35.29.12.2014,,,,belluk kenek,,,
35.29.12.2015,,,,belluk raja,,,
35.29.13,,,,pasongsongan,,,
35.29.13.2001,,,,montorna,,,
35.29.13.2002,,,,prancak,,,
35.29.13.2003,,,,campaka,,,
35.29.13.2004,,,,rajun,,,
35.29.13.2005,,,,lebeng timur,,,
35.29.13.2006,,,,lebeng barat,,,
35.29.13.2007,,,,soddara,,,
35.29.13.2008,,,,pasongsongan,,,
35.29.13.2009,,,,padangdangan,,,
35.29.13.2010,,,,panaongan,,,
35.29.14,,,,dasuk,,,
35.29.14.2001,,,,slopeng,,,
35.29.14.2002,,,,semaan,,,
35.29.14.2003,,,,batubellah barat,,,
35.29.14.2004,,,,batubellah timur,,,
35.29.14.2005,,,,kecer,,,
35.29.14.2006,,,,bates,,,
35.29.14.2007,,,,bringin,,,
35.29.14.2008,,,,jelbudan,,,
35.29.14.2009,,,,kerta barat,,,
35.29.14.2010,,,,kerta timur,,,
35.29.14.2011,,,,nyapar,,,
35.29.14.2012,,,,dasuk barat,,,
35.29.14.2013,,,,dasuk timur,,,
35.29.14.2014,,,,dasuk laok,,,
35.29.14.2015,,,,mantajun,,,
35.29.15,,,,rubaru,,,
35.29.15.2001,,,,mandala,,,
35.29.15.2002,,,,pakondang,,,
35.29.15.2003,,,,matanair,,,
35.29.15.2004,,,,tambaksari,,,
35.29.15.2005,,,,banasare,,,
35.29.15.2006,,,,bunbarat,,,
35.29.15.2007,,,,karang nangka,,,
35.29.15.2008,,,,basoka,,,
35.29.15.2009,,,,duko,,,
35.29.15.2010,,,,rubaru,,,
35.29.15.2011,,,,kalebengan,,,
35.29.16,,,,batang batang,,,
35.29.16.2001,,,,kolpo,,,
35.29.16.2002,,,,tamidung,,,
35.29.16.2003,,,,batang-batang laok,,,
35.29.16.2004,,,,batang-batang daya,,,
35.29.16.2005,,,,totosan,,,
35.29.16.2006,,,,banuaju barat,,,
35.29.16.2007,,,,banuaju timur,,,
35.29.16.2008,,,,jenangger,,,
35.29.16.2009,,,,nyabakan timur,,,
35.29.16.2010,,,,nyabakan barat,,,
35.29.16.2011,,,,jangkong,,,
35.29.16.2012,,,,legung barat,,,
35.29.16.2013,,,,legung timur,,,
35.29.16.2014,,,,dapenda,,,
35.29.16.2015,,,,bilangan,,,
35.29.16.2016,,,,lombang,,,
35.29.17,,,,batuputih,,,
35.29.17.2001,,,,aengmerah,,,
35.29.17.2002,,,,tengedan,,,
35.29.17.2003,,,,juruan laok,,,
35.29.17.2004,,,,juruan daya,,,
35.29.17.2005,,,,badur,,,
35.29.17.2006,,,,gedang-gedang,,,
35.29.17.2007,,,,batuputih kenek,,,
35.29.17.2008,,,,batuputih laok,,,
35.29.17.2009,,,,batuputih daya,,,
35.29.17.2010,,,,bantelan,,,
35.29.17.2011,,,,larangan barma,,,
35.29.17.2012,,,,larangan kerta,,,
35.29.17.2013,,,,bulla'an,,,
35.29.17.2014,,,,sergang,,,
35.29.18,,,,dungkek,,,
35.29.18.2001,,,,candi,,,
35.29.18.2002,,,,jadung,,,
35.29.18.2003,,,,romben barat,,,
35.29.18.2004,,,,romben rana,,,
35.29.18.2005,,,,romben guna,,,
35.29.18.2006,,,,taman sare,,,
35.29.18.2007,,,,bicabbi,,,
35.29.18.2008,,,,dungkek,,,
35.29.18.2009,,,,bunpenang,,,
35.29.18.2010,,,,bungin-bungin,,,
35.29.18.2011,,,,lapa taman,,,
35.29.18.2012,,,,lapa laok,,,
35.29.18.2013,,,,lapa daya,,,
35.29.18.2014,,,,bancamara,,,
35.29.18.2015,,,,banra'as,,,
35.29.19,,,,gapura,,,
35.29.19.2001,,,,grujugan,,,
35.29.19.2002,,,,longos,,,
35.29.19.2003,,,,andulang,,,
35.29.19.2004,,,,gapura timur,,,
35.29.19.2005,,,,mandala,,,
35.29.19.2006,,,,gersik putih,,,
35.29.19.2007,,,,gapura tengah,,,
35.29.19.2008,,,,gapura barat,,,
35.29.19.2009,,,,panagan,,,
35.29.19.2010,,,,palo'lo'an,,,
35.29.19.2011,,,,banjar timur,,,
35.29.19.2012,,,,banjar barat,,,
35.29.19.2013,,,,batudinding,,,
35.29.19.2014,,,,baban,,,
35.29.19.2015,,,,karangbudi,,,
35.29.19.2016,,,,braji,,,
35.29.19.2017,,,,poja,,,
35.29.20,,,,gayam,,,
35.29.20.2001,,,,pancor,,,
35.29.20.2002,,,,prambanan,,,
35.29.20.2003,,,,gendang timur,,,
35.29.20.2004,,,,karang tengah,,,
35.29.20.2005,,,,jambuir,,,
35.29.20.2006,,,,gayam,,,
35.29.20.2007,,,,kalowang,,,
35.29.20.2008,,,,nyamplong,,,
35.29.20.2009,,,,gendang barat,,,
35.29.20.2010,,,,tarebung,,,
35.29.21,,,,nonggunong,,,
35.29.21.2001,,,,nonggunong,,,
35.29.21.2002,,,,somber,,,
35.29.21.2003,,,,tanah merah,,,
35.29.21.2004,,,,sokaramme timur,,,
35.29.21.2005,,,,sokarami paseser,,,
35.29.21.2006,,,,talaga,,,
35.29.21.2007,,,,rosong,,,
35.29.21.2008,,,,sonok,,,
35.29.22,,,,ra'as,,,
35.29.22.2001,,,,ketupat,,,
35.29.22.2002,,,,jungkat,,,
35.29.22.2003,,,,kropoh,,,
35.29.22.2004,,,,karangnangka,,,
35.29.22.2005,,,,alas malang,,,
35.29.22.2006,,,,poteran,,,
35.29.22.2007,,,,brakas,,,
35.29.22.2008,,,,tonduk,,,
35.29.22.2009,,,,guwa-guwa,,,
35.29.23,,,,masalembu,,,
35.29.23.2001,,,,sukajeruk,,,
35.29.23.2002,,,,masalima,,,
35.29.23.2003,,,,masakambing,,,
35.29.23.2004,,,,kramian,,,
35.29.24,,,,arjasa,,,
35.29.24.2001,,,,pajanangger,,,
35.29.24.2008,,,,sawah sumur,,,
35.29.24.2009,,,,paseraman,,,
35.29.24.2010,,,,gelaman,,,
35.29.24.2011,,,,buddi,,,
35.29.24.2012,,,,kolo-kolo,,,
35.29.24.2013,,,,angkatan,,,
35.29.24.2014,,,,kalisangka,,,
35.29.24.2015,,,,bilis-bilis,,,
35.29.24.2016,,,,laok jang-jang,,,
35.29.24.2017,,,,sumbernangka,,,
35.29.24.2018,,,,duko,,,
35.29.24.2019,,,,kalikatak,,,
35.29.24.2020,,,,arjasa,,,
35.29.24.2021,,,,kalinganyar,,,
35.29.24.2022,,,,angon-angon,,,
35.29.24.2023,,,,sambakati,,,
35.29.24.2024,,,,pandeman,,,
35.29.24.2025,,,,pabean,,,
35.29.25,,,,sapeken,,,
35.29.25.2001,,,,sepanjang,,,
35.29.25.2002,,,,tanjung kiaok,,,
35.29.25.2003,,,,sakala,,,
35.29.25.2004,,,,pagerungan besar,,,
35.29.25.2005,,,,pagerungan kecil,,,
35.29.25.2006,,,,saseel,,,
35.29.25.2007,,,,sapeken,,,
35.29.25.2008,,,,sabunten,,,
35.29.25.2009,,,,paliat,,,
35.29.25.2010,,,,sadulang,,,
35.29.25.2011,,,,saur saebus,,,
35.29.26,,,,batuan,,,
35.29.26.2001,,,,patean,,,
35.29.26.2002,,,,babbalan,,,
35.29.26.2003,,,,gedungan,,,
35.29.26.2004,,,,gunggung,,,
35.29.26.2005,,,,batuan,,,
35.29.26.2006,,,,torbang,,,
35.29.26.2007,,,,gelugur,,,
35.29.27,,,,kangayan,,,
35.29.27.2001,,,,saobi,,,
35.29.27.2002,,,,kangayan,,,
35.29.27.2003,,,,torjek,,,
35.29.27.2004,,,,cangkramaan,,,
35.29.27.2005,,,,tembayangan,,,
35.29.27.2006,,,,batuputih,,,
35.29.27.2007,,,,daandung,,,
35.29.27.2008,,,,timur jang-jang,,,
35.29.27.2009,,,,jukong-jukong,,,
35.71,,,,kota kediri,,,
35.71.01,,,,mojoroto,,,
35.71.01.1001,,,,bandar lor,,,
35.71.01.1002,,,,bandar kidul,,,
35.71.01.1003,,,,banjar mlati,,,
35.71.01.1004,,,,pojok,,,
35.71.01.1005,,,,sukorame,,,
35.71.01.1006,,,,bujel,,,
35.71.01.1007,,,,gayam,,,
35.71.01.1008,,,,mrican,,,
35.71.01.1009,,,,dermo,,,
35.71.01.1010,,,,ngampel,,,
35.71.01.1011,,,,mojoroto,,,
35.71.01.1012,,,,campurejo,,,
35.71.01.1013,,,,lirboyo,,,
35.71.01.1014,,,,tamanan,,,
35.71.02,,,,kota,,,
35.71.02.1001,,,,semampir,,,
35.71.02.1002,,,,balowerti,,,
35.71.02.1003,,,,dandangan,,,
35.71.02.1004,,,,ngadirejo,,,
35.71.02.1005,,,,kampung dalem,,,
35.71.02.1006,,,,setonopande,,,
35.71.02.1007,,,,ringinanom,,,
35.71.02.1008,,,,pakelan,,,
35.71.02.1009,,,,setonogedong,,,
35.71.02.1010,,,,kemasan,,,
35.71.02.1011,,,,jagalan,,,
35.71.02.1012,,,,banjaran,,,
35.71.02.1013,,,,kaliombo,,,
35.71.02.1014,,,,ngronggo,,,
35.71.02.1015,,,,manisrenggo,,,
35.71.02.1016,,,,pocanan,,,
35.71.02.1017,,,,rejomulyo,,,
35.71.03,,,,pesantren,,,
35.71.03.1001,,,,bangsal,,,
35.71.03.1002,,,,pakunden,,,
35.71.03.1003,,,,tosaren,,,
35.71.03.1004,,,,jamsaren,,,
35.71.03.1005,,,,singonegaran,,,
35.71.03.1006,,,,blabak,,,
35.71.03.1007,,,,betet,,,
35.71.03.1008,,,,tinalan,,,
35.71.03.1009,,,,bawang,,,
35.71.03.1010,,,,ngletih,,,
35.71.03.1011,,,,tampurejo,,,
35.71.03.1012,,,,ketami,,,
35.71.03.1013,,,,pesantren,,,
35.71.03.1014,,,,banaran,,,
35.71.03.1015,,,,burengan,,,
35.72,,,,kota blitar,,,
35.72.01,,,,kepanjenkidul,,,
35.72.01.1001,,,,kepanjenkidul,,,
35.72.01.1002,,,,ngadirejo,,,
35.72.01.1003,,,,sentul,,,
35.72.01.1004,,,,kauman,,,
35.72.01.1005,,,,tanggung,,,
35.72.01.1006,,,,bendo,,,
35.72.01.1007,,,,kepanjenlor,,,
35.72.02,,,,sukorejo,,,
35.72.02.1001,,,,pakunden,,,
35.72.02.1002,,,,blitar,,,
35.72.02.1003,,,,tlumpu,,,
35.72.02.1004,,,,turi,,,
35.72.02.1005,,,,karangsari,,,
35.72.02.1006,,,,sukorejo,,,
35.72.02.1007,,,,tanjungsari,,,
35.72.03,,,,sananwetan,,,
35.72.03.1001,,,,gedog,,,
35.72.03.1002,,,,plosokerep,,,
35.72.03.1003,,,,klampok,,,
35.72.03.1004,,,,sananwetan,,,
35.72.03.1005,,,,rembang,,,
35.72.03.1006,,,,karang tengah,,,
35.72.03.1007,,,,bendogerit,,,
35.73,,,,kota malang,,,
35.73.01,,,,blimbing,,,
35.73.01.1001,,,,balearjosari,,,
35.73.01.1002,,,,arjosari,,,
35.73.01.1003,,,,polowijen,,,
35.73.01.1004,,,,purwodadi,,,
35.73.01.1005,,,,blimbing,,,
35.73.01.1006,,,,pandanwangi,,,
35.73.01.1007,,,,purwantoro,,,
35.73.01.1008,,,,bunulrejo,,,
35.73.01.1009,,,,kesatrian,,,
35.73.01.1010,,,,polehan,,,
35.73.01.1011,,,,jodipan,,,
35.73.02,,,,klojen,,,
35.73.02.1001,,,,klojen,,,
35.73.02.1002,,,,rampalcelaket,,,
35.73.02.1003,,,,samaan,,,
35.73.02.1004,,,,kiduldalem,,,
35.73.02.1005,,,,sukoharjo,,,
35.73.02.1006,,,,kasin,,,
35.73.02.1007,,,,kauman,,,
35.73.02.1008,,,,oro-oro dowo,,,
35.73.02.1009,,,,bareng,,,
35.73.02.1010,,,,gading kasri,,,
35.73.02.1011,,,,penanggungan,,,
35.73.03,,,,kedungkandang,,,
35.73.03.1001,,,,kotalama,,,
35.73.03.1002,,,,mergosono,,,
35.73.03.1003,,,,bumiayu,,,
35.73.03.1004,,,,wonokoyo,,,
35.73.03.1005,,,,buring,,,
35.73.03.1006,,,,kedungkandang,,,
35.73.03.1007,,,,lesanpuro,,,
35.73.03.1008,,,,sawojajar,,,
35.73.03.1009,,,,madyopuro,,,
35.73.03.1010,,,,cemorokandang,,,
35.73.03.1011,,,,arjowinangun,,,
35.73.03.1012,,,,tlogowaru,,,
35.73.04,,,,sukun,,,
35.73.04.1001,,,,ciptomulyo,,,
35.73.04.1002,,,,gadang,,,
35.73.04.1003,,,,kebonsari,,,
35.73.04.1004,,,,bandungrejosari,,,
35.73.04.1005,,,,sukun,,,
35.73.04.1006,,,,tanjungrejo,,,
35.73.04.1007,,,,pisangcandi,,,
35.73.04.1008,,,,bandulan,,,
35.73.04.1009,,,,karangbesuki,,,
35.73.04.1010,,,,mulyorejo,,,
35.73.04.1011,,,,bakalankrajan,,,
35.73.05,,,,lowokwaru,,,
35.73.05.1001,,,,tunggulwulung,,,
35.73.05.1002,,,,merjosari,,,
35.73.05.1003,,,,tlogomas,,,
35.73.05.1004,,,,dinoyo,,,
35.73.05.1005,,,,sumbersari,,,
35.73.05.1006,,,,ketawanggede,,,
35.73.05.1007,,,,jatimulyo,,,
35.73.05.1008,,,,tunjungsekar,,,
35.73.05.1009,,,,mojolangu,,,
35.73.05.1010,,,,tulusrejo,,,
35.73.05.1011,,,,lowokwaru,,,
35.73.05.1012,,,,tasik madu,,,
35.74,,,,kota probolinggo,,,
35.74.01,,,,kademangan,,,
35.74.01.1001,,,,ketapang,,,
35.74.01.1002,,,,triwung lor,,,
35.74.01.1003,,,,triwung kidul,,,
35.74.01.1007,,,,pohsangit kidul,,,
35.74.01.1008,,,,kademangan,,,
35.74.01.1009,,,,pilang,,,
35.74.02,,,,wonoasih,,,
35.74.02.1001,,,,jrebeng kidul,,,
35.74.02.1002,,,,pakistaji,,,
35.74.02.1003,,,,kedunggaleng,,,
35.74.02.1005,,,,kedung asem,,,
35.74.02.1006,,,,sumber taman,,,
35.74.02.1007,,,,wonoasih,,,
35.74.03,,,,mayangan,,,
35.74.03.1001,,,,mayangan,,,
35.74.03.1002,,,,mangunharjo,,,
35.74.03.1004,,,,jati,,,
35.74.03.1007,,,,sukabumi,,,
35.74.03.1010,,,,wiroborang,,,
35.74.04,,,,kanigaran,,,
35.74.04.1001,,,,tisnonegaran,,,
35.74.04.1002,,,,sukoharjo,,,
35.74.04.1003,,,,kanigaran,,,
35.74.04.1004,,,,kebonsari wetan,,,
35.74.04.1005,,,,curahgrinting,,,
35.74.04.1006,,,,kebonsari kulon,,,
35.74.05,,,,kedopok,,,
35.74.05.1001,,,,jrebeng kulon,,,
35.74.05.1002,,,,kareng lor,,,
35.74.05.1003,,,,sumber wetan,,,
35.74.05.1004,,,,jrebeng lor,,,
35.74.05.1005,,,,kedopok,,,
35.74.05.1006,,,,jrebeng wetan,,,
35.75,,,,kota pasuruan,,,
35.75.01,,,,gadingrejo,,,
35.75.01.1001,,,,karangketug,,,
35.75.01.1002,,,,gentong,,,
35.75.01.1003,,,,sebani,,,
35.75.01.1004,,,,petahunan,,,
35.75.01.1005,,,,bukir,,,
35.75.01.1006,,,,randusari,,,
35.75.01.1007,,,,krapyakrejo,,,
35.75.01.1009,,,,gadingrejo,,,
35.75.02,,,,purworejo,,,
35.75.02.1001,,,,pohjentrek,,,
35.75.02.1002,,,,wirogunan,,,
35.75.02.1003,,,,tembokrejo,,,
35.75.02.1004,,,,purutrejo,,,
35.75.02.1005,,,,kebonagung,,,
35.75.02.1006,,,,purworejo,,,
35.75.02.1011,,,,sekargadung,,,
35.75.03,,,,bugul kidul,,,
35.75.03.1001,,,,blandongan,,,
35.75.03.1002,,,,kepel,,,
35.75.03.1003,,,,tapa'an,,,
35.75.03.1005,,,,bakalan,,,
35.75.03.1006,,,,krampyangan,,,
35.75.03.1009,,,,bugul kidul,,,
35.75.04,,,,panggungrejo,,,
35.75.04.1001,,,,karanganyar,,,
35.75.04.1002,,,,tamba'an,,,
35.75.04.1003,,,,trajeng,,,
35.75.04.1004,,,,bangilan,,,
35.75.04.1005,,,,kebonsari,,,
35.75.04.1006,,,,mayangan,,,
35.75.04.1007,,,,ngemplakrejo,,,
35.75.04.1008,,,,petamanan,,,
35.75.04.1009,,,,pekuncen,,,
35.75.04.1010,,,,bugul lor,,,
35.75.04.1011,,,,kandangsapi,,,
35.75.04.1012,,,,panggungrejo,,,
35.75.04.1013,,,,mandaranrejo,,,
35.76,,,,kota mojokerto,,,
35.76.01,,,,prajuritkulon,,,
35.76.01.1003,,,,mentikan,,,
35.76.01.1004,,,,kauman,,,
35.76.01.1005,,,,pulorejo,,,
35.76.01.1006,,,,prajuritkulon,,,
35.76.01.1007,,,,surodinawan,,,
35.76.01.1008,,,,blooto,,,
35.76.02,,,,magersari,,,
35.76.02.1001,,,,gununggedangan,,,
35.76.02.1003,,,,magersari,,,
35.76.02.1004,,,,gedongan,,,
35.76.02.1008,,,,balongsari,,,
35.76.02.1009,,,,kedundung,,,
35.76.02.1010,,,,wates,,,
35.76.03,,,,kranggan,,,
35.76.03.1001,,,,kranggan,,,
35.76.03.1002,,,,miji,,,
35.76.03.1003,,,,meri,,,
35.76.03.1004,,,,jagalan,,,
35.76.03.1005,,,,sentanan,,,
35.76.03.1006,,,,purwotengah,,,
35.77,,,,kota madiun,,,
35.77.01,,,,kartoharjo,,,
35.77.01.1001,,,,oro-oro ombo,,,
35.77.01.1002,,,,sukosari,,,
35.77.01.1003,,,,klegen,,,
35.77.01.1004,,,,rejomulyo,,,
35.77.01.1005,,,,pilangbango,,,
35.77.01.1006,,,,tawangrejo,,,
35.77.01.1007,,,,kanigoro,,,
35.77.01.1008,,,,kartoharjo,,,
35.77.01.1009,,,,kelun,,,
35.77.02,,,,manguharjo,,,
35.77.02.1001,,,,manguharjo,,,
35.77.02.1002,,,,sogaten,,,
35.77.02.1003,,,,patihan,,,
35.77.02.1004,,,,ngegong,,,
35.77.02.1005,,,,winongo,,,
35.77.02.1006,,,,madiun lor,,,
35.77.02.1007,,,,pangongangan,,,
35.77.02.1008,,,,nambangan lor,,,
35.77.02.1009,,,,nambangan kidul,,,
35.77.03,,,,taman,,,
35.77.03.1001,,,,mojorejo,,,
35.77.03.1002,,,,pandean,,,
35.77.03.1003,,,,banjarejo,,,
35.77.03.1004,,,,kuncen,,,
35.77.03.1005,,,,manisrejo,,,
35.77.03.1006,,,,kejuron,,,
35.77.03.1007,,,,josenan,,,
35.77.03.1008,,,,demangan,,,
35.77.03.1009,,,,taman,,,
35.78,,,,kota surabaya,,,
35.78.01,,,,karang pilang,,,
35.78.01.1001,,,,karang pilang,,,
35.78.01.1002,,,,kebraon,,,
35.78.01.1003,,,,kedurus,,,
35.78.01.1004,,,,waru gunung,,,
35.78.02,,,,wonocolo,,,
35.78.02.1001,,,,sidosermo,,,
35.78.02.1002,,,,bendul merisi,,,
35.78.02.1003,,,,margorejo,,,
35.78.02.1004,,,,jemur wonosari,,,
35.78.02.1005,,,,siwalankerto,,,
35.78.03,,,,rungkut,,,
35.78.03.1001,,,,kalirungkut,,,
35.78.03.1002,,,,rungkut kidul,,,
35.78.03.1003,,,,kedung baruk,,,
35.78.03.1004,,,,penjaringansari,,,
35.78.03.1005,,,,wonorejo,,,
35.78.03.1006,,,,medokan ayu,,,
35.78.04,,,,wonokromo,,,
35.78.04.1001,,,,wonokromo,,,
35.78.04.1002,,,,jagir,,,
35.78.04.1003,,,,ngagel,,,
35.78.04.1004,,,,ngagel rejo,,,
35.78.04.1005,,,,darmo,,,
35.78.04.1006,,,,sawunggaling,,,
35.78.05,,,,tegalsari,,,
35.78.05.1001,,,,tegalsari,,,
35.78.05.1002,,,,dr. soetomo,,,
35.78.05.1003,,,,kedungdoro,,,
35.78.05.1004,,,,keputran,,,
35.78.05.1005,,,,wonorejo,,,
35.78.06,,,,sawahan,,,
35.78.06.1001,,,,petemon,,,
35.78.06.1002,,,,sawahan,,,
35.78.06.1003,,,,banyu urip,,,
35.78.06.1004,,,,putat jaya,,,
35.78.06.1005,,,,kupang krajan,,,
35.78.06.1006,,,,pakis,,,
35.78.07,,,,genteng,,,
35.78.07.1001,,,,embong kaliasin,,,
35.78.07.1002,,,,genteng,,,
35.78.07.1003,,,,kapasari,,,
35.78.07.1004,,,,ketabang,,,
35.78.07.1005,,,,peneleh,,,
35.78.08,,,,gubeng,,,
35.78.08.1001,,,,gubeng,,,
35.78.08.1002,,,,mojo,,,
35.78.08.1003,,,,airlangga,,,
35.78.08.1004,,,,kertajaya,,,
35.78.08.1005,,,,baratajaya,,,
35.78.08.1006,,,,pucang sewu,,,
35.78.09,,,,sukolilo,,,
35.78.09.1001,,,,keputih,,,
35.78.09.1002,,,,gebang putih,,,
35.78.09.1003,,,,klampis ngasem,,,
35.78.09.1004,,,,menur pumpungan,,,
35.78.09.1005,,,,nginden jangkungan,,,
35.78.09.1006,,,,semolowaru,,,
35.78.09.1007,,,,medokan semampir,,,
35.78.10,,,,tambaksari,,,
35.78.10.1001,,,,tambaksari,,,
35.78.10.1002,,,,ploso,,,
35.78.10.1003,,,,gading,,,
35.78.10.1004,,,,pacarkembang,,,
35.78.10.1005,,,,rangkah,,,
35.78.10.1006,,,,pacarkeling,,,
35.78.10.1007,,,,kapasmadya baru,,,
35.78.10.1008,,,,dukuh setro,,,
35.78.11,,,,simokerto,,,
35.78.11.1001,,,,simokerto,,,
35.78.11.1002,,,,kapasan,,,
35.78.11.1003,,,,sidodadi,,,
35.78.11.1004,,,,simolawang,,,
35.78.11.1005,,,,tambakrejo,,,
35.78.12,,,,pabean cantian,,,
35.78.12.1001,,,,bongkaran,,,
35.78.12.1002,,,,nyamplungan,,,
35.78.12.1003,,,,krembangan utara,,,
35.78.12.1004,,,,perak timur,,,
35.78.12.1005,,,,perak utara,,,
35.78.13,,,,bubutan,,,
35.78.13.1001,,,,alun-alun contong,,,
35.78.13.1002,,,,bubutan,,,
35.78.13.1003,,,,gundih,,,
35.78.13.1004,,,,jepara,,,
35.78.13.1005,,,,tembok dukuh,,,
35.78.14,,,,tandes,,,
35.78.14.1002,,,,tandes,,,
35.78.14.1006,,,,karang poh,,,
35.78.14.1007,,,,balongsari,,,
35.78.14.1009,,,,manukan kulon,,,
35.78.14.1011,,,,manukan wetan,,,
35.78.14.1012,,,,banjar sugihan,,,
35.78.15,,,,krembangan,,,
35.78.15.1001,,,,krembangan selatan,,,
35.78.15.1002,,,,kemayoran,,,
35.78.15.1003,,,,perak barat,,,
35.78.15.1004,,,,dupak,,,
35.78.15.1005,,,,morokrembangan,,,
35.78.16,,,,semampir,,,
35.78.16.1001,,,,ampel,,,
35.78.16.1002,,,,pegirian,,,
35.78.16.1003,,,,wonokusumo,,,
35.78.16.1004,,,,ujung,,,
35.78.16.1005,,,,sidotopo,,,
35.78.17,,,,kenjeran,,,
35.78.17.1001,,,,tanah kali kedinding,,,
35.78.17.1002,,,,sidotopo wetan,,,
35.78.17.1003,,,,bulak banteng,,,
35.78.17.1004,,,,tambak wedi,,,
35.78.18,,,,lakarsantri,,,
