kode_wilayah,provinsi,kabupaten,kecamatan,desa,latitude,longitude,elevasi
35.18.03.2013,,,,patranrejo,,,
35.18.03.2014,,,,sumberurip,,,
35.18.03.2015,,,,bulu,,,
35.18.03.2016,,,,grojogan,,,
35.18.03.2017,,,,tiripan,,,
35.18.03.2018,,,,balongrejo,,,
35.18.03.2019,,,,sonopatik,,,
35.18.04,,,,loceret,,,
35.18.04.2001,,,,tanjungrejo,,,
35.18.04.2002,,,,sombron,,,
35.18.04.2003,,,,genjeng,,,
35.18.04.2004,,,,karangsono,,,
35.18.04.2005,,,,ngepeh,,,
35.18.04.2006,,,,godean,,,
35.18.04.2007,,,,patihan,,,
35.18.04.2008,,,,mungkung,,,
35.18.04.2009,,,,sekaran,,,
35.18.04.2010,,,,loceret,,,
35.18.04.2011,,,,jatirejo,,,
35.18.04.2012,,,,tempel wetan,,,
35.18.04.2013,,,,tekenglagahan,,,
35.18.04.2014,,,,gejagan,,,
35.18.04.2015,,,,candirejo,,,
35.18.04.2016,,,,sukorejo,,,
35.18.04.2017,,,,kwagean,,,
35.18.04.2018,,,,kenep,,,
35.18.04.2019,,,,putukrejo,,,
35.18.04.2020,,,,nglaban,,,
35.18.04.2021,,,,macanan,,,
35.18.04.2022,,,,bajulan,,,
35.18.05,,,,pace,,,
35.18.05.2001,,,,jampes,,,
35.18.05.2002,,,,mlandangan,,,
35.18.05.2003,,,,gondang,,,
35.18.05.2004,,,,jatigreges,,,
35.18.05.2005,,,,joho,,,
35.18.05.2006,,,,sanan,,,
35.18.05.2007,,,,pacekulon,,,
35.18.05.2008,,,,cerme,,,
35.18.05.2009,,,,babadan,,,
35.18.05.2010,,,,batembat,,,
35.18.05.2011,,,,banaran,,,
35.18.05.2012,,,,bodor,,,
35.18.05.2013,,,,pace wetan,,,
35.18.05.2014,,,,jetis,,,
35.18.05.2015,,,,gemenggeng,,,
35.18.05.2016,,,,kecubung,,,
35.18.05.2017,,,,plosoharjo,,,
35.18.05.2018,,,,kepanjen,,,
35.18.06,,,,prambon,,,
35.18.06.2001,,,,gondanglegi,,,
35.18.06.2002,,,,singkalanyar,,,
35.18.06.2003,,,,mojoagung,,,
35.18.06.2004,,,,bandung,,,
35.18.06.2005,,,,nglawak,,,
35.18.06.2006,,,,baleturi,,,
35.18.06.2007,,,,tegaron,,,
35.18.06.2008,,,,tanjungtani,,,
35.18.06.2009,,,,sanggrahan,,,
35.18.06.2010,,,,rowoharjo,,,
35.18.06.2011,,,,sugihwaras,,,
35.18.06.2012,,,,watudandang,,,
35.18.06.2013,,,,sono ageng,,,
35.18.06.2014,,,,kurungrejo,,,
35.18.07,,,,ngronggot,,,
35.18.07.2001,,,,cengkok,,,
35.18.07.2002,,,,tanjungkalang,,,
35.18.07.2003,,,,juwet,,,
35.18.07.2004,,,,kelutan,,,
35.18.07.2005,,,,ngronggot,,,
35.18.07.2006,,,,mojokendil,,,
35.18.07.2007,,,,betet,,,
35.18.07.2008,,,,kaloran,,,
35.18.07.2009,,,,banjarsari,,,
35.18.07.2010,,,,dadapan,,,
35.18.07.2011,,,,trayang,,,
35.18.07.2012,,,,kalianyar,,,
35.18.07.2013,,,,klurahan,,,
35.18.08,,,,kertosono,,,
35.18.08.2001,,,,drenges,,,
35.18.08.2002,,,,yuwono,,,
35.18.08.2003,,,,bangsri,,,
35.18.08.2004,,,,kalianyar,,,
35.18.08.2005,,,,tanjung,,,
35.18.08.2006,,,,nglawak,,,
35.18.08.2007,,,,kepuh,,,
35.18.08.2008,,,,tembarak,,,
35.18.08.2009,,,,pelem,,,
35.18.08.2010,,,,kutorejo,,,
35.18.08.1011,,,,banaran,,,
35.18.08.2012,,,,lambangkuning,,,
35.18.08.2013,,,,pandantoyo,,,
35.18.08.2014,,,,kudu,,,
35.18.09,,,,patianrowo,,,
35.18.09.2001,,,,bukur,,,
35.18.09.2002,,,,babadan,,,
35.18.09.2003,,,,ngepung,,,
35.18.09.2004,,,,pisang,,,
35.18.09.2005,,,,lestari,,,
35.18.09.2006,,,,pecuk,,,
35.18.09.2007,,,,patianrowo,,,
35.18.09.2008,,,,pakuncen,,,
35.18.09.2009,,,,rowomarto,,,
35.18.09.2010,,,,ngrombot,,,
35.18.09.2011,,,,tirtobinangun,,,
35.18.10,,,,baron,,,
35.18.10.2001,,,,sambiroto,,,
35.18.10.2002,,,,gebangkerep,,,
35.18.10.2003,,,,baron,,,
35.18.10.2004,,,,waung,,,
35.18.10.2005,,,,kemlokolegi,,,
35.18.10.2006,,,,kemaduh,,,
35.18.10.2007,,,,garu,,,
35.18.10.2008,,,,jekek,,,
35.18.10.2009,,,,katerban,,,
35.18.10.2010,,,,mabung,,,
35.18.10.2011,,,,jambi,,,
35.18.11,,,,tanjunganom,,,
35.18.11.2001,,,,kedungombo,,,
35.18.11.2002,,,,sumberkepuh,,,
35.18.11.2003,,,,wates,,,
35.18.11.2004,,,,malangsari,,,
35.18.11.2005,,,,getas,,,
35.18.11.2006,,,,sonobekel,,,
35.18.11.2007,,,,ngadirejo,,,
35.18.11.2008,,,,banjaranyar,,,
35.18.11.2009,,,,sidoharjo,,,
35.18.11.2010,,,,kampungbaru,,,
35.18.11.1011,,,,tanjunganom,,,
35.18.11.2012,,,,jogomerto,,,
35.18.11.1013,,,,warujayeng,,,
35.18.11.2014,,,,kedungrejo,,,
35.18.11.2015,,,,sambirejo,,,
35.18.11.2016,,,,demangan,,,
35.18.12,,,,sukomoro,,,
35.18.12.2001,,,,sumengko,,,
35.18.12.1002,,,,kapas,,,
35.18.12.2003,,,,blitaran,,,
35.18.12.2004,,,,kedungsoko,,,
35.18.12.2005,,,,ngludo,,,
35.18.12.2006,,,,bungur,,,
35.18.12.1007,,,,sokomoro,,,
35.18.12.2008,,,,pehserut,,,
35.18.12.2009,,,,ngrami,,,
35.18.12.2010,,,,bagor wetan,,,
35.18.12.2011,,,,putren,,,
35.18.12.2012,,,,ngrengket,,,
35.18.13,,,,nganjuk,,,
35.18.13.1001,,,,jatirejo,,,
35.18.13.1002,,,,ploso,,,
35.18.13.1003,,,,payaman,,,
35.18.13.1004,,,,kramat,,,
35.18.13.1005,,,,ganung kidul,,,
35.18.13.1006,,,,werungotok,,,
35.18.13.1007,,,,mangundikaran,,,
35.18.13.1008,,,,kauman,,,
35.18.13.1009,,,,kartoharjo,,,
35.18.13.1010,,,,cangkriman,,,
35.18.13.1011,,,,bogo,,,
35.18.13.1012,,,,ringinanom,,,
35.18.13.1013,,,,begadung,,,
35.18.13.2014,,,,kedungdowo,,,
35.18.13.2015,,,,balongpacul,,,
35.18.14,,,,bagor,,,
35.18.14.2001,,,,balongrejo,,,
35.18.14.2002,,,,girirejo,,,
35.18.14.2003,,,,pesudukuh,,,
35.18.14.2004,,,,sekarputih,,,
35.18.14.2005,,,,buduran,,,
35.18.14.2006,,,,ngumpul,,,
35.18.14.2007,,,,bagor kulon,,,
35.18.14.2008,,,,petak,,,
35.18.14.2009,,,,paron,,,
35.18.14.2010,,,,karang tengah,,,
35.18.14.2011,,,,selorejo,,,
35.18.14.2012,,,,gandu,,,
35.18.14.2013,,,,kerepkidul,,,
35.18.14.1014,,,,guyangan,,,
35.18.14.1015,,,,kedondong,,,
35.18.14.2016,,,,kutorejo,,,
35.18.14.2017,,,,sugihwaras,,,
35.18.14.2018,,,,gemenggeng,,,
35.18.14.2019,,,,kendalrejo,,,
35.18.14.2020,,,,banaran kulon,,,
35.18.14.2021,,,,banaran wetan,,,
35.18.15,,,,wilangan,,,
35.18.15.2001,,,,sudimoroharjo,,,
35.18.15.2002,,,,wilangan,,,
35.18.15.2003,,,,ngadipiro,,,
35.18.15.2004,,,,mancon,,,
35.18.15.2005,,,,ngudikan,,,
35.18.15.2006,,,,sokoharjo,,,
35.18.16,,,,rejoso,,,
35.18.16.2001,,,,gempol,,,
35.18.16.2002,,,,mungkung,,,
35.18.16.2003,,,,setren,,,
35.18.16.2004,,,,sukorejo,,,
35.18.16.2005,,,,sidokare,,,
35.18.16.2006,,,,mojorembun,,,
35.18.16.2007,,,,ngadiboyo,,,
35.18.16.2008,,,,rejoso,,,
35.18.16.2009,,,,klagen,,,
35.18.16.2010,,,,jatirejo,,,
35.18.16.2011,,,,mlorah,,,
35.18.16.2012,,,,puhkerep,,,
35.18.16.2013,,,,talun,,,
35.18.16.2014,,,,ngangkatan,,,
35.18.16.2015,,,,talang,,,
35.18.16.2016,,,,banjarejo,,,
35.18.16.2017,,,,sambikerep,,,
35.18.16.2018,,,,musir lor,,,
35.18.16.2019,,,,musir kidul,,,
35.18.16.2020,,,,wengkal,,,
35.18.16.2021,,,,jintel,,,
35.18.16.2022,,,,kedungpadang,,,
35.18.16.2023,,,,tritik,,,
35.18.16.2024,,,,bendoasri,,,
35.18.17,,,,gondang,,,
35.18.17.2001,,,,sumberjo,,,
35.18.17.2002,,,,nglinggo,,,
35.18.17.2003,,,,mojoseto,,,
35.18.17.2004,,,,karangsemi,,,
35.18.17.2005,,,,senjayan,,,
35.18.17.2006,,,,kedungglugu,,,
35.18.17.2007,,,,ja'an,,,
35.18.17.2008,,,,sumberagung,,,
35.18.17.2009,,,,ketawang,,,
35.18.17.2010,,,,ngunjung,,,
35.18.17.2011,,,,sanggrahan,,,
35.18.17.2012,,,,balonggebang,,,
35.18.17.2013,,,,pandean,,,
35.18.17.2014,,,,campur,,,
35.18.17.2015,,,,gondangkulon,,,
35.18.17.2016,,,,senggowar,,,
35.18.17.2017,,,,losari,,,
35.18.18,,,,ngluyu,,,
35.18.18.2001,,,,sugihwaras,,,
35.18.18.2002,,,,ngluyu,,,
35.18.18.2003,,,,tempuran,,,
35.18.18.2004,,,,lengkong lor,,,
35.18.18.2005,,,,gampeng,,,
35.18.18.2006,,,,bajang,,,
35.18.19,,,,lengkong,,,
35.18.19.2001,,,,banjardowo,,,
35.18.19.2002,,,,lengkong,,,
35.18.19.2003,,,,jegreg,,,
35.18.19.2004,,,,kedungmlaten,,,
35.18.19.2005,,,,prayungan,,,
35.18.19.2006,,,,sumbersono,,,
35.18.19.2007,,,,balongasem,,,
35.18.19.2008,,,,sawahan,,,
35.18.19.2009,,,,ngringin,,,
35.18.19.2010,,,,jatipunggur,,,
35.18.19.2011,,,,ketandan,,,
35.18.19.2012,,,,sumberkepuh,,,
35.18.19.2013,,,,ngepung,,,
35.18.19.2014,,,,pinggir,,,
35.18.19.2015,,,,bangle,,,
35.18.19.2016,,,,sumbermiri,,,
35.18.20,,,,jatikalen,,,
35.18.20.2001,,,,perning,,,
35.18.20.2002,,,,ngasem,,,
35.18.20.2003,,,,gondang wetan,,,
35.18.20.2004,,,,jatikalen,,,
35.18.20.2005,,,,begendeng,,,
35.18.20.2006,,,,lumpangkuwik,,,
35.18.20.2007,,,,dawuhan,,,
35.18.20.2008,,,,munung,,,
35.18.20.2009,,,,pulowetan,,,
35.18.20.2010,,,,pule,,,
35.18.20.2011,,,,dlururejo,,,
35.19,,,,kab. madiun,,,
35.19.01,,,,kebon sari,,,
35.19.01.2001,,,,tambakmas,,,
35.19.01.2002,,,,tanjungrejo,,,
35.19.01.2003,,,,sukorejo,,,
35.19.01.2004,,,,pucanganom,,,
35.19.01.2005,,,,krandegan,,,
35.19.01.2006,,,,singgahan,,,
35.19.01.2007,,,,sidorejo,,,
35.19.01.2008,,,,palur,,,
35.19.01.2009,,,,mojorejo,,,
35.19.01.2010,,,,rejosari,,,
35.19.01.2011,,,,kebonsari,,,
35.19.01.2012,,,,balerejo,,,
35.19.01.2013,,,,kendondong,,,
35.19.01.2014,,,,bacem,,,
35.19.02,,,,dolopo,,,
35.19.02.2001,,,,lembah,,,
35.19.02.1002,,,,mlilir,,,
35.19.02.2003,,,,kradinan,,,
35.19.02.2004,,,,suluk,,,
35.19.02.2005,,,,blimbing,,,
35.19.02.2006,,,,bader,,,
35.19.02.2007,,,,candimulyo,,,
35.19.02.2008,,,,glonggong,,,
35.19.02.2009,,,,dolopo,,,
35.19.02.2010,,,,doho,,,
35.19.02.2011,,,,ketawang,,,
35.19.02.1012,,,,bangunsari,,,
35.19.03,,,,geger,,,
35.19.03.2001,,,,banaran,,,
35.19.03.2002,,,,klorogan,,,
35.19.03.2003,,,,slambur,,,
35.19.03.2004,,,,geger,,,
35.19.03.2005,,,,sareng,,,
35.19.03.2006,,,,purworejo,,,
35.19.03.2007,,,,sumberejo,,,
35.19.03.2008,,,,jatisari,,,
35.19.03.2009,,,,uteran,,,
35.19.03.2010,,,,pagotan,,,
35.19.03.2011,,,,sangen,,,
35.19.03.2012,,,,jogodayuh,,,
35.19.03.2013,,,,nglandung,,,
35.19.03.2014,,,,sambirejo,,,
35.19.03.2015,,,,putat,,,
35.19.03.2016,,,,kranggan,,,
35.19.03.2017,,,,kaibon,,,
35.19.03.2018,,,,kertobanyon,,,
35.19.03.2019,,,,kertosari,,,
35.19.04,,,,dagangan,,,
35.19.04.2001,,,,ketandan,,,
35.19.04.2002,,,,tileng,,,
35.19.04.2003,,,,mendak,,,
35.19.04.2004,,,,segulung,,,
35.19.04.2005,,,,ngranget,,,
35.19.04.2006,,,,padas,,,
35.19.04.2007,,,,dagangan,,,
35.19.04.2008,,,,joho,,,
35.19.04.2009,,,,kepet,,,
35.19.04.2010,,,,sewulan,,,
35.19.04.2011,,,,jetis,,,
35.19.04.2012,,,,banjarejo,,,
35.19.04.2013,,,,mruwak,,,
35.19.04.2014,,,,prambon,,,
35.19.04.2015,,,,banjarsari wetan,,,
35.19.04.2016,,,,banjarsari kulon,,,
35.19.04.2017,,,,sukosari,,,
35.19.05,,,,kare,,,
35.19.05.2001,,,,kare,,,
35.19.05.2002,,,,kepel,,,
35.19.05.2003,,,,bodag,,,
35.19.05.2004,,,,bolo,,,
35.19.05.2005,,,,kuwiran,,,
35.19.05.2006,,,,randualas,,,
35.19.05.2007,,,,cermo,,,
35.19.05.2008,,,,morang,,,
35.19.06,,,,gemarang,,,
35.19.06.2001,,,,batok,,,
35.19.06.2002,,,,durenan,,,
35.19.06.2003,,,,winong,,,
35.19.06.2004,,,,tawangrejo,,,
35.19.06.2005,,,,gemarang,,,
35.19.06.2006,,,,sebayi,,,
35.19.06.2007,,,,nampu,,,
35.19.07,,,,wungu,,,
35.19.07.2001,,,,sidorejo,,,
35.19.07.2002,,,,mojopurno,,,
35.19.07.1003,,,,munggut,,,
35.19.07.2004,,,,karangrejo,,,
35.19.07.2005,,,,brumbun,,,
35.19.07.2006,,,,kresek,,,
35.19.07.2007,,,,mojorayung,,,
35.19.07.2008,,,,bantengan,,,
35.19.07.1009,,,,wungu,,,
35.19.07.2010,,,,pilangrejo,,,
35.19.07.2011,,,,tempursari,,,
35.19.07.2012,,,,nglanduk,,,
35.19.07.2013,,,,nglambangan,,,
35.19.07.2014,,,,sobrah,,,
35.19.08,,,,madiun,,,
35.19.08.1001,,,,nglames,,,
35.19.08.2002,,,,sendangrejo,,,
35.19.08.2003,,,,dempelan,,,
35.19.08.2004,,,,betek,,,
35.19.08.2005,,,,sirapan,,,
35.19.08.2006,,,,dimong,,,
35.19.08.2007,,,,tulungrejo,,,
35.19.08.2008,,,,tanjungrejo,,,
35.19.08.2009,,,,sumberejo,,,
35.19.08.2010,,,,banjarsari,,,
35.19.08.2011,,,,tiron,,,
35.19.08.2012,,,,gunungsari,,,
35.19.08.2013,,,,bagi,,,
35.19.09,,,,jiwan,,,
35.19.09.2001,,,,bukur,,,
35.19.09.2002,,,,sambirejo,,,
35.19.09.2003,,,,metesih,,,
35.19.09.2004,,,,jiwan,,,
35.19.09.2005,,,,sukolilo,,,
35.19.09.2006,,,,kincang wetan,,,
35.19.09.2007,,,,kwangsen,,,
35.19.09.2008,,,,grobogan,,,
35.19.09.2009,,,,wayut,,,
35.19.09.2010,,,,klagenserut,,,
35.19.09.2011,,,,teguhan,,,
35.19.09.2012,,,,ngetrep,,,
35.19.09.2013,,,,bedoho,,,
35.19.09.2014,,,,bibrik,,,
35.19.10,,,,balerejo,,,
35.19.10.2001,,,,garon,,,
35.19.10.2002,,,,balerejo,,,
35.19.10.2003,,,,kebonagung,,,
35.19.10.2004,,,,gading,,,
35.19.10.2005,,,,sumberbening,,,
35.19.10.2006,,,,bulakrejo,,,
35.19.10.2007,,,,tapelan,,,
35.19.10.2008,,,,babadan lor,,,
35.19.10.2009,,,,warurejo,,,
35.19.10.2010,,,,jerukgulung,,,
35.19.10.2011,,,,kedungjati,,,
35.19.10.2012,,,,glonggong,,,
35.19.10.2013,,,,sogo,,,
35.19.10.2014,,,,banaran,,,
35.19.10.2015,,,,pacinan,,,
35.19.10.2016,,,,kedungrejo,,,
35.19.10.2017,,,,kuwu,,,
35.19.10.2018,,,,simo,,,
35.19.11,,,,mejayan,,,
35.19.11.2001,,,,kaliabu,,,
35.19.11.2002,,,,klecorejo,,,
35.19.11.2003,,,,blabakan,,,
35.19.11.2004,,,,wonorejo,,,
35.19.11.2005,,,,kebonagung,,,
35.19.11.2006,,,,darmorejo,,,
35.19.11.2007,,,,kaligunting,,,
35.19.11.2008,,,,sidodadi,,,
35.19.11.2009,,,,kuncen,,,
35.19.11.2010,,,,mejayan,,,
35.19.11.2011,,,,ngampel,,,
35.19.11.1012,,,,bangunsari,,,
35.19.11.1013,,,,krajan,,,
35.19.11.1014,,,,pandean,,,
35.19.12,,,,saradan,,,
35.19.12.2001,,,,bandungan,,,
35.19.12.2002,,,,pajaran,,,
35.19.12.2003,,,,sugihwaras,,,
35.19.12.2004,,,,sidorejo,,,
35.19.12.2005,,,,bongsopotro,,,
35.19.12.2006,,,,sukorejo,,,
35.19.12.2007,,,,ngepeh,,,
35.19.12.2008,,,,bajulan,,,
35.19.12.2009,,,,bener,,,
35.19.12.2010,,,,sumbersari,,,
35.19.12.2011,,,,klumutan,,,
35.19.12.2012,,,,sambirejo,,,
35.19.12.2013,,,,tulung,,,
35.19.12.2014,,,,sumberbendo,,,
35.19.12.2015,,,,klangon,,,
35.19.13,,,,pilangkenceng,,,
35.19.13.2001,,,,muneng,,,
35.19.13.2002,,,,pulerejo,,,
35.19.13.2003,,,,purworejo,,,
35.19.13.2004,,,,kedungrejo,,,
35.19.13.2005,,,,wonoayu,,,
35.19.13.2006,,,,pilangkenceng,,,
35.19.13.2007,,,,sumbergandu,,,
35.19.13.2008,,,,kedungmaron,,,
35.19.13.2009,,,,duren,,,
35.19.13.2010,,,,dawuhan,,,
35.19.13.2011,,,,bulu,,,
35.19.13.2012,,,,kenongorejo,,,
35.19.13.2013,,,,ngengor,,,
35.19.13.2014,,,,gandul,,,
35.19.13.2015,,,,luworo,,,
35.19.13.2016,,,,kedungbanteng,,,
35.19.13.2017,,,,krebet,,,
35.19.13.2018,,,,ngale,,,
35.19.14,,,,sawahan,,,
35.19.14.2001,,,,sidomulyo,,,
35.19.14.2002,,,,kanung,,,
35.19.14.2003,,,,rejosari,,,
35.19.14.2004,,,,pucangrejo,,,
35.19.14.2005,,,,krokeh,,,
35.19.14.2006,,,,lebakayu,,,
35.19.14.2007,,,,bakur,,,
35.19.14.2008,,,,golan,,,
35.19.14.2009,,,,cabean,,,
35.19.14.2010,,,,sawahan,,,
35.19.14.2011,,,,pule,,,
35.19.14.2012,,,,kajang,,,
35.19.14.2013,,,,klumpit,,,
35.19.15,,,,wonoasri,,,
35.19.15.2001,,,,ngadirejo,,,
35.19.15.2002,,,,jatirejo,,,
35.19.15.2003,,,,banyukambang,,,
35.19.15.2004,,,,sidomulyo,,,
35.19.15.2005,,,,wonoasri,,,
35.19.15.2006,,,,plumpungrejo,,,
35.19.15.2007,,,,bancong,,,
35.19.15.2008,,,,purwosari,,,
35.19.15.2009,,,,klitik,,,
35.19.15.2010,,,,buduran,,,
35.2,,,,kab. magetan,,,
35.20.01,,,,poncol,,,
35.20.01.2001,,,,poncol,,,
35.20.01.2002,,,,gonggang,,,
35.20.01.2003,,,,janggan,,,
35.20.01.2004,,,,genilangit,,,
35.20.01.1005,,,,alastuwo,,,
35.20.01.2006,,,,plangkrongan,,,
35.20.01.2007,,,,cileng,,,
35.20.01.2008,,,,sombo,,,
35.20.02,,,,parang,,,
35.20.02.2001,,,,sayutan,,,
35.20.02.2002,,,,nglopang,,,
35.20.02.2003,,,,mategal,,,
35.20.02.2004,,,,bungkuk,,,
35.20.02.2005,,,,trosono,,,
35.20.02.2006,,,,ngunut,,,
35.20.02.2007,,,,ngaglik,,,
35.20.02.1008,,,,parang,,,
35.20.02.2009,,,,tamanarum,,,
35.20.02.2010,,,,pragak,,,
35.20.02.2011,,,,sundul,,,
35.20.02.2012,,,,jokerto,,,
35.20.02.2013,,,,krajan,,,
35.20.03,,,,lembeyan,,,
35.20.03.2001,,,,kediren,,,
35.20.03.1002,,,,lembeyan kulon,,,
35.20.03.2003,,,,lembeyan wetan,,,
35.20.03.2004,,,,tunggur,,,
35.20.03.2005,,,,dukuh,,,
35.20.03.2006,,,,kedungpanji,,,
35.20.03.2007,,,,nguri,,,
35.20.03.2008,,,,pupus,,,
35.20.03.2009,,,,tapen,,,
35.20.03.2010,,,,krowe,,,
35.20.04,,,,takeran,,,
35.20.04.2009,,,,kiringan,,,
35.20.04.2010,,,,duyung,,,
35.20.04.2011,,,,tawangrejo,,,
35.20.04.2012,,,,sawojajar,,,
35.20.04.1013,,,,takeran,,,
35.20.04.2014,,,,kuwonharjo,,,
35.20.04.2015,,,,kepuhrejo,,,
35.20.04.2016,,,,kerik,,,
35.20.04.2017,,,,waduk,,,
35.20.04.2018,,,,jomblang,,,
35.20.04.2019,,,,kerang,,,
35.20.04.2020,,,,madigondo,,,
35.20.05,,,,kawedanan,,,
35.20.05.2001,,,,mangunrejo,,,
35.20.05.2002,,,,giripurno,,,
35.20.05.2003,,,,ngentep,,,
35.20.05.2004,,,,balerejo,,,
35.20.05.2005,,,,garon,,,
35.20.05.2006,,,,tladan,,,
35.20.05.2007,,,,pojok,,,
35.20.05.2008,,,,ngunut,,,
35.20.05.2009,,,,tulung,,,
35.20.05.1010,,,,kawedanan,,,
35.20.05.1011,,,,rejosari,,,
35.20.05.1012,,,,sampung,,,
35.20.05.2013,,,,bogem,,,
35.20.05.2014,,,,jambangan,,,
35.20.05.2015,,,,selorejo,,,
35.20.05.2016,,,,sugihrejo,,,
35.20.05.2017,,,,ngadirejo,,,
35.20.05.2018,,,,karangrejo,,,
35.20.05.2019,,,,genengan,,,
35.20.05.2020,,,,mojorejo,,,
35.20.06,,,,magetan,,,
35.20.06.2001,,,,tambakrejo,,,
35.20.06.1002,,,,mangkujayan,,,
35.20.06.1003,,,,bulukerto,,,
35.20.06.1004,,,,magetan,,,
35.20.06.2005,,,,ringinagung,,,
35.20.06.2009,,,,candirejo,,,
35.20.06.1010,,,,selosari,,,
35.20.06.1011,,,,tawanganom,,,
35.20.06.1012,,,,kepolorejo,,,
35.20.06.1013,,,,sukowinangun,,,
35.20.06.1014,,,,kebonagung,,,
35.20.06.1015,,,,tambran,,,
35.20.06.2016,,,,baron,,,
35.20.06.2017,,,,purwosari,,,
35.20.07,,,,plaosan,,,
35.20.07.2001,,,,ngancar,,,
35.20.07.2002,,,,plumpung,,,
35.20.07.2003,,,,puntukdoro,,,
35.20.07.2004,,,,bulugunung,,,
35.20.07.2005,,,,bogoarum,,,
35.20.07.2006,,,,randugede,,,
35.20.07.2007,,,,sumberagung,,,
35.20.07.2008,,,,nitikan,,,
35.20.07.2009,,,,sidomukti,,,
35.20.07.2010,,,,buluharjo,,,
35.20.07.1011,,,,plaosan,,,
35.20.07.2012,,,,dadi,,,
35.20.07.1013,,,,sarangan,,,
35.20.07.2014,,,,pacalan,,,
35.20.07.2015,,,,sendangagung,,,
35.20.08,,,,panekan,,,
35.20.08.2004,,,,terung,,,
35.20.08.2005,,,,cepoko,,,
35.20.08.2006,,,,milangasri,,,
35.20.08.2007,,,,wates,,,
35.20.08.2008,,,,sidowayah,,,
35.20.08.1009,,,,panekan,,,
35.20.08.2010,,,,tanjungsari,,,
35.20.08.2011,,,,sumberdodol,,,
35.20.08.2012,,,,manjung,,,
35.20.08.2013,,,,tapak,,,
35.20.08.2014,,,,sukowidi,,,
35.20.08.2015,,,,bedagung,,,
35.20.08.2016,,,,ngiliran,,,
35.20.08.2017,,,,jabung,,,
35.20.08.2018,,,,rejomulyo,,,
35.20.08.2019,,,,turi,,,
35.20.08.2020,,,,banjarejo,,,
35.20.09,,,,sukomoro,,,
35.20.09.2001,,,,kalangketi,,,
35.20.09.2002,,,,tamanan,,,
35.20.09.2003,,,,tambakmas,,,
35.20.09.2004,,,,bandar,,,
35.20.09.2005,,,,bibis,,,
35.20.09.2006,,,,sukomoro,,,
35.20.09.2007,,,,bulu,,,
35.20.09.2008,,,,pojoksari,,,
35.20.09.1009,,,,tinap,,,
35.20.09.2010,,,,kedungguwo,,,
35.20.09.2011,,,,kembangan,,,
35.20.09.2012,,,,kentangan,,,
35.20.09.2013,,,,bogem,,,
35.20.09.2014,,,,truneng,,,
35.20.10,,,,bendo,,,
35.20.10.2001,,,,dukuh,,,
35.20.10.2002,,,,belotan,,,
35.20.10.2003,,,,pingkuk,,,
35.20.10.2004,,,,tanjung,,,
35.20.10.2005,,,,tegalarum,,,
35.20.10.2006,,,,bulak,,,
35.20.10.2007,,,,kinandang,,,
35.20.10.2008,,,,soco,,,
35.20.10.2009,,,,lemahbang,,,
35.20.10.2010,,,,kledokan,,,
35.20.10.2011,,,,carikan,,,
35.20.10.1012,,,,bendo,,,
35.20.10.2013,,,,bulugledeg,,,
35.20.10.2014,,,,duwet,,,
35.20.10.2015,,,,setren,,,
35.20.10.2016,,,,kleco,,,
35.20.11,,,,maospati,,,
35.20.11.2001,,,,sugihwaras,,,
35.20.11.2002,,,,tanjungsepreh,,,
35.20.11.2003,,,,gulun,,,
35.20.11.2004,,,,malang,,,
35.20.11.1005,,,,maospati,,,
35.20.11.2006,,,,klagen gambiran,,,
35.20.11.2007,,,,pandeyan,,,
35.20.11.2008,,,,suratmajan,,,
35.20.11.2009,,,,ronowijayan,,,
35.20.11.2010,,,,ngujung,,,
35.20.11.2011,,,,sumberejo,,,
35.20.11.2012,,,,pesu,,,
35.20.11.1013,,,,kraton,,,
35.20.11.1014,,,,mranggen,,,
35.20.11.2015,,,,sempol,,,
35.20.12,,,,barat,,,
35.20.12.2001,,,,bogorejo,,,
35.20.12.2002,,,,banjarejo,,,
35.20.12.2003,,,,karangsono,,,
35.20.12.2004,,,,purwodadi,,,
35.20.12.1005,,,,mangge,,,
35.20.12.1006,,,,tebon,,,
35.20.12.2007,,,,manjung,,,
35.20.12.2008,,,,ngumpul,,,
35.20.12.2009,,,,panggung,,,
35.20.12.2010,,,,blaran,,,
35.20.12.2011,,,,jonggrang,,,
35.20.12.2012,,,,rejomulyo,,,
35.20.12.2013,,,,bangunasri,,,
35.20.12.2014,,,,klagen,,,
35.20.13,,,,karangrejo,,,
35.20.13.1001,,,,karangrejo,,,
35.20.13.2002,,,,mantren,,,
35.20.13.2003,,,,gondang,,,
35.20.13.2004,,,,sambirembe,,,
35.20.13.2005,,,,patihan,,,
35.20.13.1006,,,,manisrejo,,,
35.20.13.2007,,,,pelem,,,
35.20.13.2008,,,,baluk,,,
35.20.13.2009,,,,gebyog,,,
35.20.13.2010,,,,maron,,,
35.20.13.2011,,,,prampelan,,,
35.20.13.2012,,,,grabahan,,,
35.20.13.2013,,,,kauman,,,
35.20.14,,,,karas,,,
35.20.14.2001,,,,karas,,,
35.20.14.2002,,,,sobontoro,,,
35.20.14.2003,,,,sumursongo,,,
35.20.14.2004,,,,taji,,,
35.20.14.2005,,,,kuwon,,,
35.20.14.2006,,,,jungke,,,
35.20.14.2007,,,,temboro,,,
35.20.14.2008,,,,temenggungan,,,
35.20.14.2009,,,,geplak,,,
